Year,Country Code,Country Name,Sex,Pop: All Ages,Pop: 0-1 Years,Pop: 1-24 Years,Pop: 25-44 Years,Pop: 45-69 Years,Pop: 70-95+ Years,Pop: Age Not Specified,Age Format,Pop: Smoketest All Ages
1976,3160,Japan,1 - Male,55334000.0,945000.0,27057000.0,12183000.0,6740000.0,459000.0,0.0,1,55333000.0
1976,3160,Japan,2 - Female,57086000.0,891000.0,26137000.0,12162000.0,8439000.0,808000.0,0.0,1,57086000.0
1977,3160,Japan,1 - Male,55860000.0,902000.0,26804000.0,12413000.0,6890000.0,486000.0,0.0,1,55861000.0
1977,3160,Japan,2 - Female,57639000.0,852000.0,25879000.0,12409000.0,8684000.0,858000.0,0.0,1,57642000.0
1978,3160,Japan,1 - Male,56362000.0,876000.0,26471000.0,12587000.0,7025000.0,523000.0,0.0,1,56360000.0
1978,3160,Japan,2 - Female,58149000.0,828000.0,25520000.0,12594000.0,8932000.0,914000.0,0.0,1,58149000.0
1979,3160,Japan,1 - Male,57180400.0,848800.0,26298100.0,12832300.0,7276300.0,558200.0,0.0,1,57180400.0
1979,3160,Japan,2 - Female,58952700.0,800400.0,25313800.0,12844300.0,9241900.0,972800.0,0.0,1,58952700.0
1980,3160,Japan,1 - Male,57593800.0,813700.0,26019000.0,12786800.0,7518700.0,589700.0,48700.0,1,57593800.0
1980,3160,Japan,2 - Female,59466600.0,772800.0,25056200.0,12842700.0,9547700.0,1033300.0,22700.0,1,59466600.0
1981,3160,Japan,1 - Male,58002300.0,789500.0,25815700.0,12714600.0,7833300.0,631600.0,0.0,1,58002300.0
1981,3160,Japan,2 - Female,59881700.0,746600.0,24817400.0,12762000.0,9880200.0,1105300.0,0.0,1,59881700.0
1982,3160,Japan,1 - Male,58402100.0,779700.0,25635500.0,13050900.0,8131000.0,676100.0,0.0,1,58402100.0
1982,3160,Japan,2 - Female,60291200.0,738800.0,24609300.0,13086100.0,10178300.0,1185200.0,0.0,1,60291300.0
1983,3160,Japan,1 - Male,58434000.0,771000.0,25325000.0,13355000.0,8397000.0,719000.0,0.0,1,58434000.0
1983,3160,Japan,2 - Female,60352000.0,731000.0,24275000.0,13382000.0,10438000.0,1263000.0,0.0,1,60352000.0
1984,3160,Japan,1 - Male,58793000.0,762000.0,25246000.0,13741000.0,8714000.0,753000.0,0.0,1,58793000.0
1984,3160,Japan,2 - Female,60730000.0,723000.0,24173000.0,13759000.0,10728000.0,1330000.0,0.0,1,60730000.0
1985,3160,Japan,1 - Male,59044000.0,735100.0,25146400.0,13935100.0,8996900.0,794300.0,0.0,1,59044000.0
1985,3160,Japan,2 - Female,61221700.0,705700.0,24182000.0,13982700.0,11024900.0,1424700.0,0.0,1,61221600.0
1986,3160,Japan,1 - Male,59438000.0,711000.0,25060000.0,14117000.0,9374000.0,826000.0,0.0,1,59438000.0
1986,3160,Japan,2 - Female,61508000.0,672000.0,24005000.0,14127000.0,11355000.0,1482000.0,0.0,1,61508000.0
1987,3160,Japan,1 - Male,59723000.0,697000.0,24989000.0,14205000.0,9718000.0,882000.0,0.0,1,59723000.0
1987,3160,Japan,2 - Female,61811000.0,660000.0,23916000.0,14203000.0,11656000.0,1590000.0,0.0,1,61811000.0
1988,3160,Japan,1 - Male,59964000.0,672000.0,24882000.0,14275000.0,10062000.0,931000.0,0.0,1,59964000.0
1988,3160,Japan,2 - Female,62062000.0,636000.0,23785000.0,14256000.0,11962000.0,1690000.0,0.0,1,62062000.0
1989,3160,Japan,1 - Male,60171000.0,644000.0,24730000.0,14343000.0,10384000.0,984000.0,0.0,1,60173000.0
1989,3160,Japan,2 - Female,62289000.0,611000.0,23613000.0,14310000.0,12244000.0,1807000.0,0.0,1,62290000.0
1990,3160,Japan,1 - Male,60249000.0,619500.0,24447500.0,14305000.0,10761800.0,1035900.0,0.0,1,60249100.0
1990,3160,Japan,2 - Female,62472400.0,589900.0,23411000.0,14248200.0,12588300.0,1918100.0,0.0,1,62472100.0
1991,3160,Japan,1 - Male,60425000.0,621000.0,24278000.0,14162000.0,11126000.0,1088000.0,0.0,1,60425000.0
1991,3160,Japan,2 - Female,62677000.0,588000.0,23234000.0,14090000.0,12912000.0,2043000.0,0.0,1,62676000.0
1992,3160,Japan,1 - Male,60597000.0,624000.0,24106000.0,13956000.0,11475000.0,1144000.0,0.0,1,60596000.0
1992,3160,Japan,2 - Female,62879000.0,589000.0,23053000.0,13870000.0,13232000.0,2178000.0,0.0,1,62880000.0
1993,3160,Japan,1 - Male,60730000.0,612000.0,23911000.0,13800000.0,11787000.0,1197000.0,0.0,1,60730000.0
1993,3160,Japan,2 - Female,63057000.0,578000.0,22852000.0,13699000.0,13512000.0,2310000.0,0.0,1,63057000.0
1994,3160,Japan,1 - Male,60839000.0,622000.0,23685000.0,13622000.0,12046000.0,1258000.0,0.0,1,60839000.0
1994,3160,Japan,2 - Female,63230000.0,590000.0,22608000.0,13523000.0,13742000.0,2451000.0,0.0,1,63229000.0
1995,3160,Japan,1 - Male,60919200.0,604300.0,23269500.0,13660800.0,12402300.0,1299500.0,0.0,1,60919200.0
1995,3160,Japan,2 - Female,63379800.0,577700.0,22287500.0,13510200.0,14003800.0,2570500.0,0.0,1,63379800.0
1996,3160,Japan,1 - Male,61115000.0,608000.0,23185000.0,13714000.0,12820000.0,1357000.0,0.0,1,61115000.0
1996,3160,Japan,2 - Female,63594000.0,576000.0,22177000.0,13558000.0,14347000.0,2717000.0,0.0,1,63594000.0
1997,3160,Japan,1 - Male,61210000.0,609000.0,22875000.0,13332000.0,13212000.0,1402000.0,0.0,1,61210000.0
1997,3160,Japan,2 - Female,63753000.0,580000.0,21863000.0,13183000.0,14670000.0,2849000.0,0.0,1,63753000.0
1998,3160,Japan,1 - Male,61311000.0,613000.0,22574000.0,12927000.0,13546000.0,1447000.0,0.0,1,61313000.0
1998,3160,Japan,2 - Female,63941000.0,582000.0,21561000.0,12789000.0,14950000.0,2985000.0,0.0,1,63940000.0
1999,3160,Japan,1 - Male,61358000.0,604000.0,22248000.0,12525000.0,13851000.0,1470000.0,0.0,1,61358000.0
1999,3160,Japan,2 - Female,64074000.0,574000.0,21230000.0,12401000.0,15244000.0,3089000.0,0.0,1,64074000.0
2000,3160,Japan,1 - Male,61488005.0,596408.0,21764348.0,12353938.0,14034032.0,1538944.0,0.0,0,61488005.0
2000,3160,Japan,2 - Female,64124628.0,566458.0,20784373.0,12175746.0,15357610.0,3170710.0,0.0,0,64124628.0
2001,3160,Japan,1 - Male,61595000.0,599000.0,21383000.0,12055000.0,14064000.0,1628000.0,0.0,1,61596000.0
2001,3160,Japan,2 - Female,64313000.0,567000.0,20408000.0,11878000.0,15379000.0,3457000.0,0.0,1,64314000.0
2002,3160,Japan,1 - Male,61591000.0,594000.0,20976000.0,11999000.0,14446000.0,1700000.0,0.0,1,61593000.0
2002,3160,Japan,2 - Female,64417000.0,563000.0,20000000.0,11840000.0,15754000.0,3652000.0,0.0,1,64415000.0
2003,3160,Japan,1 - Male,61620000.0,575000.0,20545000.0,12015000.0,14889000.0,1781000.0,0.0,1,61620000.0
2003,3160,Japan,2 - Female,64520000.0,545000.0,19565000.0,11852000.0,16200000.0,3850000.0,0.0,1,64518000.0
2004,3160,Japan,1 - Male,61597000.0,567000.0,20099000.0,12089000.0,15316000.0,1895000.0,0.0,1,61598000.0
2004,3160,Japan,2 - Female,64579000.0,540000.0,19119000.0,11936000.0,16631000.0,4056000.0,0.0,1,64582000.0
2005,3160,Japan,1 - Male,61617893.0,537066.0,19562017.0,12205410.0,15797130.0,1986664.0,0.0,0,61617893.0
2005,3160,Japan,2 - Female,64587009.0,513705.0,18639257.0,12006292.0,17011318.0,4112056.0,0.0,0,64587009.0
2006,3160,Japan,1 - Male,61568000.0,550000.0,19189000.0,12361000.0,16002000.0,2139000.0,0.0,0,61564000.0
2006,3160,Japan,2 - Female,64586000.0,522000.0,18276000.0,12145000.0,17213000.0,4325000.0,0.0,0,64587000.0
2007,3160,Japan,1 - Male,61511000.0,555000.0,18873000.0,12581000.0,16130000.0,2291000.0,0.0,0,61510000.0
2007,3160,Japan,2 - Female,64574000.0,527000.0,17964000.0,12339000.0,17338000.0,4526000.0,0.0,0,64574000.0
2008,3160,Japan,1 - Male,61424000.0,558000.0,18580000.0,12795000.0,16197000.0,2440000.0,0.0,0,61424000.0
2008,3160,Japan,2 - Female,64523000.0,530000.0,17672000.0,12531000.0,17395000.0,4720000.0,0.0,0,64525000.0
2009,3160,Japan,1 - Male,61339000.0,548000.0,18327000.0,12973000.0,16224000.0,2589000.0,0.0,0,61338000.0
2009,3160,Japan,2 - Female,64481000.0,520000.0,17417000.0,12689000.0,17413000.0,4921000.0,0.0,0,64481000.0
2010,3160,Japan,1 - Male,61571727.0,539984.0,17972581.0,13323899.0,16402437.0,2752263.0,0.0,2,61571727.0
2010,3160,Japan,2 - Female,64810001.0,514342.0,17149982.0,12980881.0,17525806.0,5425051.0,0.0,2,64810001.0
2011,3160,Japan,1 - Male,61453000.0,544000.0,17756000.0,13445000.0,16343000.0,2835000.0,0.0,0,61455000.0
2011,3160,Japan,2 - Female,64727000.0,516000.0,16933000.0,13093000.0,17447000.0,5342000.0,0.0,0,64728000.0
2012,3160,Japan,1 - Male,61328000.0,529000.0,17554000.0,13516000.0,16254000.0,2986000.0,0.0,0,61327000.0
2012,3160,Japan,2 - Female,64630000.0,504000.0,16730000.0,13152000.0,17342000.0,5547000.0,0.0,0,64631000.0
2013,3160,Japan,1 - Male,61186000.0,528000.0,17342000.0,13537000.0,16202000.0,3132000.0,0.0,0,61185000.0
2013,3160,Japan,2 - Female,64518000.0,503000.0,16521000.0,13167000.0,17279000.0,5745000.0,0.0,0,64517000.0
2014,3160,Japan,1 - Male,61041000.0,517000.0,17137000.0,13505000.0,16213000.0,3276000.0,0.0,0,61039000.0
2014,3160,Japan,2 - Female,64391000.0,490000.0,16319000.0,13131000.0,17288000.0,5934000.0,0.0,0,64393000.0
2015,3160,Japan,1 - Male,61022756.0,484110.0,16896331.0,13479022.0,16239222.0,3410871.0,0.0,0,61022756.0
2015,3160,Japan,2 - Female,64296543.0,464117.0,16094126.0,13064660.0,17232482.0,6109624.0,0.0,0,64296543.0
2016,3160,Japan,1 - Male,60866773.0,506743.0,16697338.0,13513341.0,16096851.0,3584114.0,0.0,0,60866869.0
2016,3160,Japan,2 - Female,64153479.0,479730.0,15903049.0,13094118.0,17055702.0,6323382.0,0.0,0,64154133.0
2017,3160,Japan,1 - Male,60675736.0,485260.0,16537208.0,13338787.0,15951057.0,3737037.0,0.0,0,60676162.0
2017,3160,Japan,2 - Female,63972735.0,462213.0,15742231.0,12923186.0,16869415.0,6506973.0,0.0,0,63972731.0
2018,3160,Japan,1 - Male,60454898.0,474654.0,16373085.0,13163349.0,15851246.0,3860504.0,0.0,0,60454979.0
2018,3160,Japan,2 - Female,63763387.0,451548.0,15581152.0,12751393.0,16734177.0,6647223.0,0.0,0,63763835.0
1950,3350,Singapore,1 - Male,551700.0,,0.0,0.0,0.0,0.0,,9,0.0
1950,3350,Singapore,2 - Female,470400.0,,0.0,0.0,0.0,0.0,,9,0.0
1951,3350,Singapore,1 - Male,573400.0,,0.0,0.0,0.0,0.0,,9,0.0
1951,3350,Singapore,2 - Female,494700.0,,0.0,0.0,0.0,0.0,,9,0.0
1952,3350,Singapore,1 - Male,603500.0,,0.0,0.0,0.0,0.0,,9,0.0
1952,3350,Singapore,2 - Female,523500.0,,0.0,0.0,0.0,0.0,,9,0.0
1953,3350,Singapore,1 - Male,637100.0,,0.0,0.0,0.0,0.0,,9,0.0
1953,3350,Singapore,2 - Female,554700.0,,0.0,0.0,0.0,0.0,,9,0.0
1954,3350,Singapore,1 - Male,664400.0,,0.0,0.0,0.0,0.0,,9,0.0
1954,3350,Singapore,2 - Female,583800.0,,0.0,0.0,0.0,0.0,,9,0.0
1955,3350,Singapore,1 - Male,688700.0,26900.0,434500.0,115000.0,38500.0,600.0,0.0,1,688500.0
1955,3350,Singapore,2 - Female,616800.0,25200.0,403400.0,88700.0,39000.0,1700.0,0.0,1,616800.0
1956,3350,Singapore,1 - Male,723600.0,28200.0,456200.0,120700.0,40800.0,700.0,0.0,1,723600.0
1956,3350,Singapore,2 - Female,648000.0,26600.0,423700.0,93000.0,41200.0,1900.0,0.0,1,648000.0
1957,3350,Singapore,1 - Male,762800.0,29800.0,481300.0,127300.0,42800.0,700.0,0.0,1,762800.0
1957,3350,Singapore,2 - Female,683200.0,27900.0,446800.0,98300.0,43200.0,1900.0,0.0,1,683200.0
1958,3350,Singapore,1 - Male,797600.0,31500.0,505200.0,129900.0,46500.0,700.0,0.0,2,797600.0
1958,3350,Singapore,2 - Female,721200.0,30000.0,471700.0,101200.0,46200.0,2100.0,0.0,2,721200.0
1959,3350,Singapore,1 - Male,830800.0,31000.0,528000.0,132000.0,49500.0,900.0,0.0,2,830800.0
1959,3350,Singapore,2 - Female,756400.0,30000.0,496200.0,104700.0,48500.0,2200.0,0.0,2,756400.0
1960,3350,Singapore,1 - Male,859600.0,31000.0,549200.0,134600.0,51400.0,900.0,0.0,2,859600.0
1960,3350,Singapore,2 - Female,786800.0,29000.0,518800.0,106700.0,51100.0,2400.0,0.0,2,786800.0
1961,3350,Singapore,1 - Male,886500.0,30000.0,569000.0,135600.0,54700.0,900.0,0.0,2,886500.0
1961,3350,Singapore,2 - Female,815900.0,29000.0,539000.0,108000.0,53500.0,2400.0,0.0,2,815900.0
1962,3350,Singapore,1 - Male,909500.0,29800.0,585000.0,137700.0,57900.0,900.0,0.0,2,909400.0
1962,3350,Singapore,2 - Female,840700.0,28200.0,555200.0,110800.0,57500.0,2700.0,0.0,2,840700.0
1963,3350,Singapore,1 - Male,929300.0,30000.0,598500.0,139200.0,61500.0,1000.0,0.0,2,929300.0
1963,3350,Singapore,2 - Female,865700.0,28500.0,573200.0,113500.0,59100.0,2700.0,0.0,2,865600.0
1964,3350,Singapore,1 - Male,951500.0,29400.0,615300.0,142400.0,64400.0,1000.0,0.0,2,951400.0
1964,3350,Singapore,2 - Female,890100.0,28100.0,589600.0,117600.0,62800.0,3000.0,0.0,2,890100.0
1965,3350,Singapore,1 - Male,973800.0,28000.0,633000.0,144300.0,67000.0,1100.0,0.0,2,973800.0
1965,3350,Singapore,2 - Female,913100.0,27000.0,605400.0,121300.0,64500.0,3300.0,0.0,2,913100.0
1966,3350,Singapore,1 - Male,995800.0,27600.0,647800.0,148400.0,69800.0,1300.0,0.0,2,995800.0
1966,3350,Singapore,2 - Female,938600.0,26400.0,621100.0,126000.0,66900.0,3800.0,0.0,2,938600.0
1967,3350,Singapore,1 - Male,1017400.0,25600.0,663700.0,149700.0,74300.0,1300.0,0.0,2,1017400.0
1967,3350,Singapore,2 - Female,960200.0,24400.0,634500.0,129100.0,71400.0,3900.0,0.0,2,960200.0
1968,3350,Singapore,1 - Male,1034100.0,23800.0,673900.0,152200.0,77800.0,1400.0,0.0,2,1034100.0
1968,3350,Singapore,2 - Female,977900.0,22700.0,646200.0,132100.0,73500.0,3900.0,0.0,2,977800.0
1969,3350,Singapore,1 - Male,1046900.0,22700.0,679400.0,153800.0,81100.0,1400.0,0.0,2,1047000.0
1969,3350,Singapore,2 - Female,995600.0,21300.0,653800.0,135500.0,76900.0,4200.0,0.0,2,995600.0
1970,3350,Singapore,1 - Male,1062100.0,21500.0,688100.0,156500.0,83900.0,2000.0,0.0,2,1062200.0
1970,3350,Singapore,2 - Female,1012400.0,19600.0,658400.0,139000.0,82800.0,4900.0,0.0,2,1012300.0
1971,3350,Singapore,1 - Male,1079700.0,24000.0,693300.0,160400.0,86600.0,2000.0,0.0,2,1079700.0
1971,3350,Singapore,2 - Female,1030700.0,22800.0,661900.0,144200.0,85600.0,5200.0,0.0,2,1030700.0
1972,3350,Singapore,1 - Male,1098000.0,24900.0,703000.0,163700.0,89200.0,2100.0,0.0,1,1098000.0
1972,3350,Singapore,2 - Female,1049400.0,23100.0,671200.0,148500.0,88500.0,5300.0,0.0,1,1049400.0
1973,3350,Singapore,1 - Male,1116600.0,25800.0,714100.0,166700.0,91600.0,2100.0,0.0,2,1116600.0
1973,3350,Singapore,2 - Female,1068500.0,24000.0,681200.0,152500.0,91100.0,5500.0,0.0,2,1068500.0
1974,3350,Singapore,1 - Male,1133100.0,23700.0,724500.0,172300.0,94300.0,2200.0,0.0,2,1133100.0
1974,3350,Singapore,2 - Female,1086000.0,22300.0,690300.0,159700.0,94300.0,5600.0,0.0,2,1086000.0
1975,3350,Singapore,1 - Male,1148200.0,21900.0,735600.0,177800.0,97200.0,2200.0,0.0,2,1148200.0
1975,3350,Singapore,2 - Female,1101700.0,20300.0,700300.0,167600.0,97100.0,5800.0,0.0,2,1101700.0
1976,3350,Singapore,1 - Male,1162000.0,20800.0,741700.0,182900.0,100400.0,2300.0,0.0,1,1162000.0
1976,3350,Singapore,2 - Female,1116200.0,19300.0,706000.0,174500.0,99800.0,6100.0,0.0,1,1116200.0
1977,3350,Singapore,1 - Male,1176700.0,21500.0,740800.0,185200.0,102600.0,2400.0,0.0,2,1176700.0
1977,3350,Singapore,2 - Female,1132000.0,20000.0,704000.0,178700.0,102600.0,6400.0,0.0,2,1132000.0
1978,3350,Singapore,1 - Male,1189500.0,19800.0,740300.0,186600.0,105600.0,2500.0,0.0,2,1189500.0
1978,3350,Singapore,2 - Female,1145400.0,18400.0,702700.0,181000.0,105400.0,6600.0,0.0,2,1145400.0
1979,3350,Singapore,1 - Male,1203800.0,21100.0,737100.0,188700.0,108200.0,2800.0,0.0,1,1203800.0
1979,3350,Singapore,2 - Female,1159400.0,19700.0,698600.0,184500.0,107800.0,6900.0,0.0,1,1159400.0
1980,3350,Singapore,1 - Male,1231800.0,19200.0,748700.0,190200.0,105900.0,4200.0,0.0,1,1231800.0
1980,3350,Singapore,2 - Female,1182200.0,17400.0,705000.0,184400.0,107800.0,8400.0,0.0,1,1182300.0
1981,3350,Singapore,1 - Male,1246300.0,21700.0,743700.0,194500.0,108600.0,4500.0,0.0,1,1246300.0
1981,3350,Singapore,2 - Female,1197000.0,20300.0,699200.0,189000.0,110300.0,8800.0,0.0,1,1197000.0
1982,3350,Singapore,1 - Male,1260400.0,21800.0,740100.0,205500.0,111800.0,4800.0,0.0,1,1260500.0
1982,3350,Singapore,2 - Female,1211400.0,20300.0,694600.0,200300.0,113400.0,9200.0,0.0,1,1211300.0
1983,3350,Singapore,1 - Male,1275500.0,22700.0,735100.0,216100.0,115000.0,5100.0,0.0,1,1275500.0
1983,3350,Singapore,2 - Female,1226500.0,20800.0,689800.0,211000.0,117200.0,9600.0,0.0,1,1226500.0
1984,3350,Singapore,1 - Male,1288700.0,20800.0,729500.0,228400.0,118700.0,5300.0,0.0,1,1288700.0
1984,3350,Singapore,2 - Female,1240400.0,19300.0,684100.0,222900.0,121300.0,10100.0,0.0,1,1240400.0
1985,3350,Singapore,1 - Male,1302900.0,21900.0,721600.0,239700.0,122400.0,5600.0,0.0,1,1302900.0
1985,3350,Singapore,2 - Female,1255100.0,20400.0,676200.0,233800.0,125100.0,10600.0,0.0,1,1255100.0
1986,3350,Singapore,1 - Male,1316900.0,21500.0,714200.0,250400.0,125800.0,5800.0,0.0,1,1316900.0
1986,3350,Singapore,2 - Female,1269300.0,19800.0,668700.0,244500.0,128500.0,11100.0,0.0,1,1269300.0
1987,3350,Singapore,1 - Male,1330200.0,20500.0,705000.0,263000.0,128900.0,6100.0,0.0,1,1330200.0
1987,3350,Singapore,2 - Female,1282600.0,18900.0,659600.0,257000.0,132300.0,11900.0,0.0,1,1282600.0
1988,3350,Singapore,1 - Male,1316600.0,24200.0,678800.0,265700.0,131400.0,7500.0,0.0,2,1316600.0
1988,3350,Singapore,2 - Female,1281900.0,22500.0,640400.0,261500.0,136200.0,13700.0,0.0,2,1281700.0
1989,3350,Singapore,1 - Male,1341300.0,26300.0,675200.0,280100.0,135300.0,8100.0,0.0,2,1341300.0
1989,3350,Singapore,2 - Female,1306400.0,24600.0,637300.0,273800.0,141000.0,14600.0,0.0,2,1306500.0
1990,3350,Singapore,1 - Male,1386300.0,24200.0,685800.0,299700.0,140900.0,10200.0,0.0,2,1386300.0
1990,3350,Singapore,2 - Female,1349600.0,22400.0,649000.0,290800.0,147100.0,17000.0,0.0,2,1349500.0
1991,3350,Singapore,1 - Male,1414300.0,26100.0,684500.0,316100.0,144300.0,11100.0,0.0,2,1414200.0
1991,3350,Singapore,2 - Female,1380400.0,24200.0,650200.0,306400.0,150800.0,18100.0,0.0,2,1380600.0
1992,3350,Singapore,1 - Male,1439100.0,24600.0,685300.0,335000.0,147100.0,12000.0,0.0,2,1439100.0
1992,3350,Singapore,2 - Female,1410700.0,23600.0,653700.0,325100.0,153300.0,19400.0,0.0,2,1410700.0
1993,3350,Singapore,1 - Male,1464200.0,25300.0,684800.0,353900.0,151200.0,12700.0,0.0,2,1464200.0
1993,3350,Singapore,2 - Female,1440300.0,23400.0,656200.0,344500.0,157900.0,20600.0,0.0,2,1440400.0
1994,3350,Singapore,1 - Male,1489200.0,25300.0,683900.0,372100.0,157700.0,13200.0,0.0,2,1489200.0
1994,3350,Singapore,2 - Female,1470200.0,23900.0,657300.0,362600.0,165300.0,21400.0,0.0,2,1470100.0
1995,3350,Singapore,1 - Male,1514000.0,24700.0,684500.0,392900.0,164600.0,13600.0,0.0,2,1513900.0
1995,3350,Singapore,2 - Female,1499500.0,22900.0,660500.0,383600.0,172900.0,22200.0,0.0,2,1499500.0
1996,3350,Singapore,1 - Male,1540000.0,24100.0,685800.0,410900.0,171300.0,13900.0,0.0,2,1540000.0
1996,3350,Singapore,2 - Female,1528100.0,22600.0,661900.0,401900.0,180800.0,22800.0,0.0,2,1528300.0
1997,3350,Singapore,1 - Male,1565800.0,23700.0,688300.0,421500.0,176100.0,14200.0,0.0,2,1565800.0
1997,3350,Singapore,2 - Female,1557700.0,22000.0,665900.0,413000.0,186200.0,23600.0,0.0,2,1557500.0
1998,3350,Singapore,1 - Male,1591800.0,23100.0,691000.0,432900.0,180700.0,14500.0,0.0,2,1591800.0
1998,3350,Singapore,2 - Female,1588200.0,21800.0,670200.0,424900.0,191000.0,24300.0,0.0,2,1588400.0
1999,3350,Singapore,1 - Male,1614800.0,21600.0,693800.0,443700.0,186300.0,14800.0,0.0,2,1614900.0
1999,3350,Singapore,2 - Female,1614900.0,19800.0,673500.0,436100.0,197700.0,24700.0,0.0,2,1614800.0
2000,3350,Singapore,1 - Male,1634700.0,21200.0,693900.0,452000.0,189200.0,15000.0,0.0,2,1634500.0
2000,3350,Singapore,2 - Female,1638700.0,19600.0,673600.0,445200.0,201600.0,25400.0,0.0,2,1638800.0
2001,3350,Singapore,1 - Male,1658600.0,21800.0,695200.0,460800.0,194800.0,15800.0,0.0,2,1658800.0
2001,3350,Singapore,2 - Female,1667300.0,20000.0,675400.0,454600.0,207900.0,26700.0,0.0,2,1667200.0
2002,3350,Singapore,1 - Male,1684300.0,19400.0,699200.0,466700.0,206500.0,16700.0,0.0,2,1684300.0
2002,3350,Singapore,2 - Female,1698600.0,18000.0,680900.0,461600.0,220400.0,28300.0,0.0,2,1698700.0
2003,3350,Singapore,1 - Male,1709600.0,18800.0,698700.0,471800.0,218800.0,17500.0,0.0,2,1709600.0
2003,3350,Singapore,2 - Female,1728600.0,17900.0,681200.0,467800.0,232800.0,29800.0,0.0,2,1728600.0
2004,3350,Singapore,1 - Male,1730700.0,17600.0,697700.0,472400.0,231800.0,19000.0,0.0,2,1730600.0
2004,3350,Singapore,2 - Female,1754200.0,16600.0,679700.0,473700.0,246500.0,31400.0,0.0,2,1757400.0
2005,3350,Singapore,1 - Male,1758000.0,18000.0,700100.0,474900.0,245000.0,20100.0,0.0,2,1758100.0
2005,3350,Singapore,2 - Female,1785900.0,17000.0,683900.0,475700.0,259500.0,33000.0,0.0,2,1785900.0
2006,3350,Singapore,1 - Male,1787600.0,18200.0,703500.0,478400.0,258800.0,21600.0,0.0,2,1787600.0
2006,3350,Singapore,2 - Female,1820800.0,17300.0,688800.0,481100.0,273400.0,35100.0,0.0,2,1821000.0
2007,3350,Singapore,1 - Male,1775500.0,18400.0,694600.0,468200.0,267000.0,20600.0,0.0,2,1775500.0
2007,3350,Singapore,2 - Female,1807600.0,17300.0,678400.0,470400.0,281800.0,35900.0,0.0,2,1807600.0
2008,3350,Singapore,1 - Male,1803000.0,19200.0,699500.0,469700.0,282300.0,21900.0,0.0,2,1803000.0
2008,3350,Singapore,2 - Female,1839700.0,18200.0,685800.0,472900.0,296800.0,38400.0,0.0,2,1839700.0
2009,3350,Singapore,1 - Male,1844699.0,17981.0,710318.0,473800.0,299900.0,23700.0,0.0,2,1844699.0
2009,3350,Singapore,2 - Female,1889189.0,17164.0,701225.0,479000.0,313500.0,41200.0,0.0,2,1889189.0
2010,3350,Singapore,1 - Male,1861100.0,16700.0,706900.0,472500.0,315800.0,25100.0,0.0,2,1860900.0
2010,3350,Singapore,2 - Female,1910600.0,16100.0,698100.0,480300.0,329000.0,43900.0,0.0,2,1910300.0
2011,3350,Singapore,1 - Male,1868200.0,16100.0,697100.0,467800.0,333700.0,26800.0,0.0,2,1867900.0
2011,3350,Singapore,2 - Female,1921100.0,15100.0,687000.0,479000.0,347600.0,46500.0,0.0,2,1921300.0
2012,3350,Singapore,1 - Male,1880000.0,17100.0,690400.0,464600.0,352500.0,28600.0,0.0,2,1880200.0
2012,3350,Singapore,2 - Female,1938200.0,16100.0,680600.0,479100.0,366600.0,49100.0,0.0,2,1938000.0
2013,3350,Singapore,1 - Male,1891504.0,17545.0,684597.0,458411.0,370242.0,30494.0,0.0,2,1891504.0
2013,3350,Singapore,2 - Female,1953247.0,16367.0,674304.0,476009.0,384544.0,51761.0,0.0,2,1953247.0
2013,3350,Singapore,9 - Unspecified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
2014,3350,Singapore,1 - Male,1902410.0,16781.0,682014.0,452473.0,387256.0,32445.0,0.0,2,1902410.0
2014,3350,Singapore,2 - Female,1968329.0,16001.0,670073.0,474112.0,400651.0,54849.0,0.0,2,1968329.0
2014,3350,Singapore,9 - Unspecified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
2015,3350,Singapore,1 - Male,1916628.0,17749.0,679649.0,447862.0,403996.0,34934.0,0.0,2,1916628.0
2015,3350,Singapore,2 - Female,1986062.0,16810.0,666266.0,473373.0,416616.0,58514.0,0.0,2,1986062.0
2016,3350,Singapore,1 - Male,1929526.0,17745.0,678148.0,443536.0,420485.0,36838.0,0.0,2,1929526.0
2016,3350,Singapore,2 - Female,2004033.0,16895.0,663989.0,473090.0,432775.0,60961.0,0.0,2,2004033.0
2017,3350,Singapore,1 - Male,1943545.0,17118.0,679570.0,441512.0,437723.0,38334.0,0.0,2,1943545.0
2017,3350,Singapore,2 - Female,2022251.0,16256.0,663780.0,474385.0,450069.0,62942.0,0.0,2,2022251.0
2019,3350,Singapore,1 - Male,1969382.0,16731.0,667431.0,437624.0,471690.0,44376.0,0.0,1,1969382.0
2019,3350,Singapore,2 - Female,2056827.0,16236.0,650153.0,475639.0,485320.0,71281.0,0.0,1,2056827.0
1950,4160,Iceland,1 - Male,71300.0,2000.0,38300.0,12500.0,8100.0,800.0,100.0,1,71100.0
1950,4160,Iceland,2 - Female,71300.0,1900.0,36900.0,12200.0,9300.0,1300.0,200.0,1,71400.0
1951,4160,Iceland,1 - Male,72900.0,2000.0,39300.0,13000.0,8400.0,800.0,0.0,1,73000.0
1951,4160,Iceland,2 - Female,72500.0,1900.0,37600.0,12500.0,9400.0,1400.0,0.0,1,72600.0
1952,4160,Iceland,1 - Male,74200.0,2000.0,39800.0,13100.0,8800.0,800.0,0.0,1,74200.0
