Year,Country Code,Country Name,Sex,Pop: All Ages,Pop: 0-1 Years,Pop: 1-24 Years,Pop: 25-44 Years,Pop: 45-69 Years,Pop: 70-95+ Years,Pop: Age Not Specified,Age Format,Pop: Smoketest All Ages
1952,4160,Iceland,2 - Female,73900.0,1900.0,38400.0,12700.0,9600.0,1300.0,0.0,1,73800.0
1953,4160,Iceland,1 - Male,75900.0,2200.0,40700.0,13300.0,9000.0,800.0,0.0,1,75900.0
1953,4160,Iceland,2 - Female,75200.0,2000.0,39000.0,12900.0,9800.0,1400.0,0.0,1,75200.0
1954,4160,Iceland,1 - Male,77800.0,2200.0,41900.0,13500.0,9200.0,800.0,0.0,1,77800.0
1954,4160,Iceland,2 - Female,76800.0,2000.0,40000.0,13100.0,10100.0,1400.0,0.0,1,76900.0
1955,4160,Iceland,1 - Male,79400.0,2200.0,42800.0,13600.0,9600.0,900.0,0.0,1,79400.0
1955,4160,Iceland,2 - Female,78300.0,2100.0,41000.0,13300.0,10300.0,1400.0,0.0,1,78300.0
1956,4160,Iceland,1 - Male,81200.0,2300.0,43800.0,13900.0,9900.0,900.0,0.0,1,81400.0
1956,4160,Iceland,2 - Female,79900.0,2100.0,41800.0,13400.0,10700.0,1500.0,0.0,1,79900.0
1957,4160,Iceland,1 - Male,83100.0,2400.0,44900.0,14200.0,10100.0,900.0,0.0,1,83200.0
1957,4160,Iceland,2 - Female,81700.0,2200.0,43000.0,13700.0,10800.0,1500.0,0.0,1,81700.0
1958,4160,Iceland,1 - Male,85000.0,2400.0,46100.0,14500.0,10400.0,900.0,0.0,1,85100.0
1958,4160,Iceland,2 - Female,83500.0,2200.0,44000.0,14000.0,11100.0,1500.0,0.0,1,83500.0
1959,4160,Iceland,1 - Male,86800.0,2200.0,47500.0,14500.0,10800.0,900.0,0.0,1,86800.0
1959,4160,Iceland,2 - Female,85200.0,2100.0,45200.0,14100.0,11400.0,1500.0,0.0,1,85200.0
1960,4160,Iceland,1 - Male,88700.0,2500.0,48500.0,14900.0,11000.0,900.0,0.0,1,88900.0
1960,4160,Iceland,2 - Female,87000.0,2300.0,46100.0,14400.0,11500.0,1500.0,0.0,1,86800.0
1961,4160,Iceland,1 - Male,90600.0,2400.0,49500.0,15200.0,11300.0,1000.0,0.0,1,90800.0
1961,4160,Iceland,2 - Female,88700.0,2200.0,47000.0,14600.0,11900.0,1600.0,0.0,1,88600.0
1962,4160,Iceland,1 - Male,92200.0,2400.0,50400.0,15400.0,11600.0,1000.0,0.0,1,92300.0
1962,4160,Iceland,2 - Female,90200.0,2300.0,47900.0,14900.0,12100.0,1600.0,0.0,1,90300.0
1963,4160,Iceland,1 - Male,93900.0,2400.0,51500.0,15600.0,11700.0,1000.0,0.0,1,93900.0
1963,4160,Iceland,2 - Female,91800.0,2300.0,49000.0,15100.0,12300.0,1500.0,0.0,1,91800.0
1964,4160,Iceland,1 - Male,95500.0,2400.0,52700.0,15900.0,12000.0,1000.0,0.0,1,95600.0
1964,4160,Iceland,2 - Female,93500.0,2300.0,50100.0,15300.0,12500.0,1600.0,0.0,1,93500.0
1965,4160,Iceland,1 - Male,97200.0,2400.0,53700.0,16200.0,12200.0,1100.0,0.0,1,97200.0
1965,4160,Iceland,2 - Female,95200.0,2300.0,51200.0,15500.0,12700.0,1600.0,0.0,1,95000.0
1966,4160,Iceland,1 - Male,98900.0,2400.0,55000.0,16400.0,12200.0,1100.0,0.0,1,98700.0
1966,4160,Iceland,2 - Female,96800.0,2300.0,52100.0,15900.0,12900.0,1700.0,0.0,1,96700.0
1967,4160,Iceland,1 - Male,100500.0,2300.0,56100.0,16800.0,12400.0,1100.0,0.0,1,100400.0
1967,4160,Iceland,2 - Female,98200.0,2200.0,53400.0,16000.0,13100.0,1700.0,0.0,1,98200.0
1968,4160,Iceland,1 - Male,101400.0,2200.0,57300.0,17000.0,12100.0,1200.0,0.0,1,101600.0
1968,4160,Iceland,2 - Female,99600.0,2100.0,54300.0,16200.0,13400.0,1800.0,0.0,1,99900.0
1969,4160,Iceland,1 - Male,102800.0,2100.0,57900.0,17000.0,12700.0,1200.0,0.0,1,102800.0
1969,4160,Iceland,2 - Female,100500.0,2000.0,54900.0,16300.0,13500.0,1800.0,0.0,1,100500.0
1970,4160,Iceland,1 - Male,103400.0,2100.0,58300.0,16900.0,12800.0,1300.0,0.0,1,103300.0
1970,4160,Iceland,2 - Female,101100.0,2000.0,55200.0,16400.0,13600.0,1800.0,0.0,1,101000.0
1971,4160,Iceland,1 - Male,104300.0,2100.0,58700.0,16800.0,13100.0,1300.0,0.0,1,104100.0
1971,4160,Iceland,2 - Female,102000.0,1900.0,55700.0,16400.0,13900.0,1900.0,0.0,1,102100.0
1972,4160,Iceland,1 - Male,105800.0,2300.0,59700.0,16900.0,13200.0,1400.0,0.0,1,105800.0
1972,4160,Iceland,2 - Female,103500.0,2100.0,56400.0,16400.0,14100.0,2000.0,0.0,1,103600.0
1973,4160,Iceland,1 - Male,107300.0,2300.0,60400.0,16900.0,13300.0,1500.0,0.0,1,107100.0
1973,4160,Iceland,2 - Female,105000.0,2200.0,57100.0,16400.0,14200.0,2100.0,0.0,1,105000.0
1974,4160,Iceland,1 - Male,108800.0,2300.0,61200.0,17000.0,13500.0,1600.0,0.0,1,108800.0
1974,4160,Iceland,2 - Female,106400.0,2100.0,57800.0,16400.0,14500.0,2300.0,0.0,1,106500.0
1975,4160,Iceland,1 - Male,110100.0,2200.0,61800.0,16900.0,13700.0,1600.0,0.0,1,110000.0
1975,4160,Iceland,2 - Female,107800.0,2100.0,58500.0,16500.0,14600.0,2300.0,0.0,1,107900.0
1976,4160,Iceland,1 - Male,111200.0,2200.0,61900.0,16900.0,14100.0,1800.0,0.0,1,111200.0
1976,4160,Iceland,2 - Female,109000.0,2000.0,58800.0,16500.0,14900.0,2500.0,0.0,1,109000.0
1977,4160,Iceland,1 - Male,112000.0,2100.0,62100.0,16800.0,14400.0,1900.0,0.0,1,111900.0
1977,4160,Iceland,2 - Female,109900.0,2000.0,58900.0,16500.0,15300.0,2700.0,0.0,1,109900.0
1978,4160,Iceland,1 - Male,112800.0,2000.0,62100.0,17100.0,14500.0,1900.0,0.0,1,112600.0
1978,4160,Iceland,2 - Female,110800.0,1900.0,58900.0,16900.0,15600.0,2900.0,0.0,1,111100.0
1979,4160,Iceland,1 - Male,113800.0,2200.0,62100.0,17300.0,14900.0,2000.0,0.0,1,114000.0
1979,4160,Iceland,2 - Female,111900.0,2100.0,58800.0,17000.0,15900.0,2900.0,0.0,1,111900.0
1980,4160,Iceland,1 - Male,115000.0,2300.0,62200.0,17500.0,15100.0,2000.0,0.0,1,115100.0
1980,4160,Iceland,2 - Female,113100.0,2200.0,58900.0,17300.0,16000.0,3100.0,0.0,1,113200.0
1981,4160,Iceland,1 - Male,116300.0,2300.0,62500.0,17900.0,15200.0,2000.0,0.0,1,116300.0
1981,4160,Iceland,2 - Female,114500.0,2100.0,59300.0,17500.0,16300.0,3200.0,0.0,1,114500.0
1982,4160,Iceland,1 - Male,117900.0,2300.0,62900.0,18300.0,15600.0,2100.0,0.0,1,118000.0
1982,4160,Iceland,2 - Female,116100.0,2100.0,59700.0,17800.0,16500.0,3300.0,0.0,1,116000.0
1983,4160,Iceland,1 - Male,119400.0,2200.0,63300.0,19000.0,15800.0,2200.0,0.0,1,119500.0
1983,4160,Iceland,2 - Female,117700.0,2100.0,60300.0,18300.0,16800.0,3300.0,0.0,1,117600.0
1984,4160,Iceland,1 - Male,120500.0,2200.0,63300.0,19500.0,16000.0,2200.0,0.0,1,120500.0
1984,4160,Iceland,2 - Female,119000.0,2100.0,60400.0,19000.0,17100.0,3500.0,0.0,1,119000.0
1985,4160,Iceland,1 - Male,121400.0,2000.0,63000.0,20300.0,16400.0,2400.0,0.0,1,121400.0
1985,4160,Iceland,2 - Female,120000.0,2000.0,60300.0,19500.0,17500.0,3500.0,0.0,1,120000.0
1986,4160,Iceland,1 - Male,122200.0,1900.0,62700.0,21100.0,16700.0,2300.0,0.0,1,122000.0
1986,4160,Iceland,2 - Female,121000.0,1900.0,60100.0,20100.0,17800.0,3600.0,0.0,1,120900.0
1987,4160,Iceland,1 - Male,123500.0,2100.0,62600.0,21900.0,17000.0,2400.0,0.0,1,123600.0
1987,4160,Iceland,2 - Female,122400.0,1900.0,60200.0,20900.0,18100.0,3700.0,0.0,1,122400.0
1988,4160,Iceland,1 - Male,125500.0,2300.0,62900.0,22800.0,17200.0,2400.0,0.0,1,125400.0
1988,4160,Iceland,2 - Female,124400.0,2100.0,60500.0,21700.0,18400.0,3800.0,0.0,1,124400.0
1989,4160,Iceland,1 - Male,126900.0,2400.0,62900.0,23900.0,17500.0,2400.0,0.0,1,127100.0
1989,4160,Iceland,2 - Female,125800.0,2300.0,60400.0,22600.0,18500.0,3800.0,0.0,1,125800.0
1990,4160,Iceland,1 - Male,127900.0,2400.0,62500.0,24700.0,17700.0,2500.0,0.0,1,127800.0
1990,4160,Iceland,2 - Female,126900.0,2300.0,60200.0,23400.0,18700.0,3900.0,0.0,1,126900.0
1991,4160,Iceland,1 - Male,129400.0,2400.0,62600.0,25700.0,17700.0,2500.0,0.0,1,129300.0
1991,4160,Iceland,2 - Female,128600.0,2300.0,60600.0,24300.0,19000.0,4000.0,0.0,1,128800.0
1992,4160,Iceland,1 - Male,130900.0,2400.0,63000.0,26500.0,17900.0,2500.0,0.0,1,130900.0
1992,4160,Iceland,2 - Female,130200.0,2200.0,60800.0,25200.0,19000.0,4000.0,0.0,1,130000.0
1993,4160,Iceland,1 - Male,132300.0,2400.0,63100.0,27200.0,18100.0,2600.0,0.0,1,132300.0
1993,4160,Iceland,2 - Female,131500.0,2300.0,60800.0,25900.0,19000.0,4200.0,0.0,1,131400.0
1994,4160,Iceland,1 - Male,133400.0,2300.0,63200.0,27900.0,18200.0,2600.0,0.0,1,133400.0
1994,4160,Iceland,2 - Female,132600.0,2200.0,60700.0,26600.0,19200.0,4200.0,0.0,1,132500.0
1995,4160,Iceland,1 - Male,134000.0,2300.0,62800.0,28500.0,18300.0,2600.0,0.0,1,134200.0
1995,4160,Iceland,2 - Female,133300.0,2100.0,60300.0,27100.0,19400.0,4300.0,0.0,1,133300.0
1996,4160,Iceland,1 - Male,134800.0,2200.0,62400.0,28900.0,18300.0,2800.0,0.0,1,134700.0
1996,4160,Iceland,2 - Female,134100.0,2100.0,60000.0,27700.0,19400.0,4300.0,0.0,1,134000.0
1997,4160,Iceland,1 - Male,135779.0,2225.0,62427.0,29355.0,18551.0,2645.0,5.0,0,135779.0
1997,4160,Iceland,2 - Female,135136.0,2083.0,59889.0,28306.0,19635.0,4253.0,16.0,0,135136.0
1998,4160,Iceland,1 - Male,137092.0,2070.0,62728.0,29850.0,18929.0,2687.0,0.0,0,137092.0
1998,4160,Iceland,2 - Female,136702.0,2105.0,60126.0,28868.0,19896.0,4366.0,0.0,0,136702.0
1999,4160,Iceland,1 - Male,138783.0,2141.0,63132.0,30456.0,19176.0,2708.0,0.0,0,138783.0
1999,4160,Iceland,2 - Female,138401.0,2051.0,60677.0,29540.0,20236.0,4389.0,0.0,0,138401.0
2000,4160,Iceland,1 - Male,140718.0,2192.0,63643.0,30790.0,19771.0,2834.0,0.0,0,140718.0
2000,4160,Iceland,2 - Female,140436.0,2127.0,61365.0,30114.0,20653.0,4496.0,0.0,0,140436.0
2001,4160,Iceland,1 - Male,142757.0,2157.0,64226.0,31234.0,20268.0,2998.0,0.0,0,142757.0
2001,4160,Iceland,2 - Female,142297.0,2030.0,62031.0,30590.0,21059.0,4664.0,0.0,0,142297.0
2002,4160,Iceland,1 - Male,143860.0,2083.0,64170.0,31570.0,20853.0,3137.0,0.0,0,143860.0
2002,4160,Iceland,2 - Female,143699.0,2050.0,62012.0,31021.0,21481.0,4776.0,0.0,0,143699.0
2003,4160,Iceland,1 - Male,144713.0,2073.0,63775.0,31582.0,21464.0,3267.0,0.0,0,144713.0
2003,4160,Iceland,2 - Female,144559.0,2007.0,61496.0,31244.0,22054.0,4965.0,0.0,0,144559.0
2004,4160,Iceland,1 - Male,146697.0,2180.0,63790.0,31914.0,22162.0,3420.0,0.0,0,146697.0
2004,4160,Iceland,2 - Female,145890.0,2084.0,61583.0,31371.0,22573.0,5164.0,0.0,0,145890.0
2005,4160,Iceland,1 - Male,148449.0,2131.0,64155.0,32091.0,22932.0,3495.0,0.0,0,148449.0
2005,4160,Iceland,2 - Female,147415.0,2063.0,61756.0,31435.0,23186.0,5294.0,0.0,0,147415.0
2006,4160,Iceland,1 - Male,154287.0,2280.0,65377.0,33940.0,23812.0,3615.0,0.0,0,154287.0
2006,4160,Iceland,2 - Female,150047.0,2189.0,62502.0,31584.0,23797.0,5453.0,0.0,0,150047.0
2007,4160,Iceland,1 - Male,158866.0,2325.0,66650.0,35024.0,24652.0,3768.0,0.0,0,158866.0
2007,4160,Iceland,2 - Female,152530.0,2130.0,63436.0,31924.0,24464.0,5687.0,0.0,0,152530.0
2008,4160,Iceland,1 - Male,163176.0,2469.0,68849.0,35546.0,25539.0,3887.0,0.0,0,163176.0
2008,4160,Iceland,2 - Female,156179.0,2289.0,65071.0,32482.0,25254.0,5854.0,0.0,0,156179.0
2009,4160,Iceland,1 - Male,161548.0,2493.0,68380.0,34060.0,26267.0,4085.0,0.0,0,161548.0
2009,4160,Iceland,2 - Female,157698.0,2417.0,65155.0,32437.0,26010.0,5982.0,0.0,0,157698.0
2010,4160,Iceland,1 - Male,159971.0,2529.0,67429.5,32807.0,26976.0,4262.0,0.0,0,159971.0
2010,4160,Iceland,2 - Female,158070.0,2409.0,64640.0,32060.0,26897.5,6223.5,0.0,0,158070.0
2011,4160,Iceland,1 - Male,160185.0,2422.0,67173.5,32326.5,27935.5,4424.0,0.0,0,160185.0
2011,4160,Iceland,2 - Female,158828.5,2270.0,64427.0,31920.5,27821.5,6429.5,0.0,0,158828.5
2012,4160,Iceland,1 - Male,160901.0,2319.5,67063.5,31977.5,28965.5,4608.5,0.0,0,160901.0
2012,4160,Iceland,2 - Female,159815.0,2197.0,64349.0,31801.5,28784.0,6567.5,0.0,0,159815.0
2013,4160,Iceland,1 - Male,162378.0,2227.5,67353.0,31799.5,29973.5,4731.5,0.0,0,162378.0
2013,4160,Iceland,2 - Female,161386.0,2208.5,64538.5,31747.5,29831.0,6672.5,0.0,0,161386.0
2014,4160,Iceland,1 - Male,164252.0,2180.0,67823.0,32002.5,31027.0,4807.5,0.0,0,164252.0
2014,4160,Iceland,2 - Female,163133.5,2161.5,64907.5,31781.5,30942.0,6786.5,0.0,0,163133.5
2015,4160,Iceland,1 - Male,166228.0,2168.0,68247.0,32426.5,32158.5,4890.5,0.0,0,166228.0
2015,4160,Iceland,2 - Female,164586.5,2067.5,65168.5,31923.5,32012.5,6867.5,0.0,0,164586.5
2016,4160,Iceland,1 - Male,169151.5,2082.0,69091.0,33189.5,33245.5,4926.0,0.0,0,169151.5
2016,4160,Iceland,2 - Female,166287.5,1999.0,65609.5,32181.0,32962.0,6917.0,0.0,0,166287.5
2017,4160,Iceland,1 - Male,174316.5,2087.0,70666.5,34751.5,34317.0,4982.0,0.0,0,174316.5
2017,4160,Iceland,2 - Female,169083.0,1984.0,66577.5,32669.0,33899.5,6940.0,0.0,0,169083.0
2018,4160,Iceland,1 - Male,180218.5,2180.5,72250.5,36592.5,35363.0,5096.5,0.0,0,180218.5
2018,4160,Iceland,2 - Female,172502.0,1981.5,67702.5,33446.0,34889.0,6910.5,0.0,0,172502.0
2019,4160,Iceland,1 - Male,184889.0,2256.0,73246.0,37973.0,36249.0,5207.0,0.0,0,184894.0
2019,4160,Iceland,2 - Female,175674.0,2091.0,68435.0,34182.0,35864.0,6896.0,0.0,0,175679.0
1950,4230,Poland,1 - Male,11830200.0,337500.0,6718800.0,2385000.0,1068300.0,59300.0,0.0,1,11830200.0
1950,4230,Poland,2 - Female,12993800.0,324200.0,6803600.0,2727700.0,1475100.0,110100.0,0.0,1,12993800.0
1951,4230,Poland,1 - Male,12062700.0,361300.0,6845700.0,2350100.0,1098300.0,61300.0,0.0,1,12062700.0
1951,4230,Poland,2 - Female,13208300.0,346900.0,6900700.0,2689700.0,1519300.0,115200.0,0.0,1,13208300.0
1952,4230,Poland,1 - Male,12310000.0,368600.0,6990400.0,2304200.0,1133600.0,61900.0,0.0,1,12310000.0
1952,4230,Poland,2 - Female,13443000.0,352300.0,7015500.0,2648200.0,1570000.0,117000.0,0.0,1,13443000.0
1953,4230,Poland,1 - Male,12568500.0,372500.0,7128500.0,2252500.0,1173800.0,63900.0,0.0,1,12568500.0
1953,4230,Poland,2 - Female,13686500.0,353400.0,7116100.0,2601200.0,1625800.0,121800.0,0.0,1,13686500.0
1954,4230,Poland,1 - Male,12827500.0,374600.0,7263100.0,2223200.0,1216600.0,65100.0,0.0,1,12827500.0
1954,4230,Poland,2 - Female,13934000.0,356600.0,7217000.0,2578700.0,1682300.0,124300.0,0.0,1,13934000.0
1955,4230,Poland,1 - Male,13094000.0,377900.0,7403400.0,2220800.0,1264500.0,66700.0,0.0,1,13094000.0
1955,4230,Poland,2 - Female,14187500.0,360600.0,7318800.0,2581300.0,1754000.0,127800.0,0.0,1,14187500.0
1956,4230,Poland,1 - Male,13368900.0,380500.0,7546200.0,2224700.0,1317300.0,66500.0,0.0,1,13368900.0
1956,4230,Poland,2 - Female,14446100.0,361400.0,7426700.0,2587500.0,1827600.0,132300.0,0.0,1,14446100.0
1957,4230,Poland,1 - Male,13625600.0,379900.0,7675200.0,2234200.0,1374200.0,65800.0,0.0,1,13625600.0
1957,4230,Poland,2 - Female,14684400.0,359400.0,7533400.0,2601800.0,1892900.0,135300.0,0.0,1,14684400.0
1958,4230,Poland,1 - Male,13862900.0,380800.0,7807600.0,2251100.0,1439100.0,67600.0,0.0,1,13862900.0
1958,4230,Poland,2 - Female,14907100.0,360400.0,7629400.0,2618000.0,1972200.0,138000.0,0.0,1,14907100.0
1959,4230,Poland,1 - Male,14103200.0,367300.0,7942300.0,2270400.0,1505400.0,70100.0,0.0,1,14103200.0
1959,4230,Poland,2 - Female,15136800.0,345800.0,7733400.0,2639400.0,2051400.0,141300.0,0.0,1,15136800.0
1960,4230,Poland,1 - Male,14301100.0,342400.0,7980400.0,2323200.0,1575000.0,67200.0,0.0,1,14301100.0
1960,4230,Poland,2 - Female,15260200.0,328600.0,7741900.0,2686300.0,2110000.0,137600.0,0.0,1,15260200.0
1961,4230,Poland,1 - Male,14498000.0,324600.0,8080900.0,2334900.0,1624700.0,77900.0,0.0,1,14498000.0
1961,4230,Poland,2 - Female,15467300.0,304600.0,7830000.0,2733000.0,2152200.0,160400.0,0.0,1,15467300.0
1962,4230,Poland,1 - Male,14685900.0,309700.0,8141800.0,2373900.0,1698300.0,76900.0,0.0,1,14685900.0
1962,4230,Poland,2 - Female,15638000.0,289900.0,7875400.0,2767300.0,2231900.0,160900.0,0.0,1,15638000.0
1963,4230,Poland,1 - Male,14877000.0,301000.0,8168500.0,2446800.0,1785700.0,72900.0,0.0,1,14877000.0
1963,4230,Poland,2 - Female,15813900.0,282800.0,7905500.0,2806500.0,2336600.0,155600.0,0.0,1,15813900.0
1964,4230,Poland,1 - Male,15115400.0,290200.0,8268200.0,2527800.0,1862900.0,75500.0,0.0,1,15115400.0
1964,4230,Poland,2 - Female,16045800.0,274800.0,7991700.0,2867900.0,2425900.0,161800.0,0.0,1,16045800.0
1965,4230,Poland,1 - Male,15287200.0,281500.0,8278500.0,2643700.0,1965600.0,80200.0,0.0,1,15287200.0
1965,4230,Poland,2 - Female,16208700.0,266800.0,7995600.0,2977100.0,2506900.0,171400.0,0.0,1,16208700.0
1966,4230,Poland,1 - Male,15394700.0,274700.0,8287700.0,2758100.0,2026200.0,84800.0,0.0,1,15394700.0
1966,4230,Poland,2 - Female,16303300.0,259700.0,7990800.0,3076200.0,2578400.0,182200.0,0.0,1,16303300.0
1967,4230,Poland,1 - Male,15521500.0,270200.0,8313600.0,2874300.0,2083400.0,87800.0,0.0,1,15521500.0
1967,4230,Poland,2 - Female,16422400.0,256500.0,8005200.0,3174600.0,2652700.0,189300.0,0.0,1,16422400.0
1968,4230,Poland,1 - Male,15693400.0,267500.0,8364100.0,2990700.0,2108300.0,102000.0,0.0,1,15693400.0
1968,4230,Poland,2 - Female,16611400.0,252900.0,8102600.0,3243700.0,2697700.0,233300.0,0.0,1,16611400.0
1969,4230,Poland,1 - Male,15819700.0,271900.0,8384700.0,3072700.0,2148800.0,107400.0,0.0,1,15819700.0
1969,4230,Poland,2 - Female,16735400.0,257100.0,8115200.0,3315400.0,2764900.0,235300.0,0.0,1,16735400.0
1970,4230,Poland,1 - Male,15795600.0,263100.0,8368200.0,3114100.0,2146800.0,90900.0,0.0,1,15795600.0
1970,4230,Poland,2 - Female,16730200.0,246300.0,8087200.0,3339900.0,2802300.0,190700.0,0.0,1,16730200.0
1971,4230,Poland,1 - Male,15935900.0,275000.0,8412000.0,3164500.0,2148900.0,103000.0,0.0,1,15935900.0
1971,4230,Poland,2 - Female,16868900.0,260800.0,8114900.0,3376800.0,2802900.0,234100.0,0.0,1,16868900.0
1972,4230,Poland,1 - Male,16068200.0,282100.0,8485800.0,3199400.0,2125900.0,104100.0,0.0,1,16068200.0
1972,4230,Poland,2 - Female,16999800.0,267400.0,8178900.0,3392500.0,2785000.0,241000.0,0.0,1,16999800.0
1973,4230,Poland,1 - Male,16216100.0,289300.0,8572900.0,3216300.0,2104100.0,107900.0,0.0,1,16216100.0
1973,4230,Poland,2 - Female,17146600.0,274200.0,8257300.0,3384700.0,2765200.0,250700.0,0.0,1,17146600.0
1974,4230,Poland,1 - Male,16461200.0,308100.0,8713600.0,3230800.0,2103400.0,118300.0,0.0,1,16461200.0
1974,4230,Poland,2 - Female,17384500.0,286900.0,8386300.0,3361200.0,2775900.0,274000.0,0.0,1,17385000.0
1975,4230,Poland,1 - Male,16633200.0,324400.0,8818500.0,3221900.0,2119200.0,126200.0,0.0,1,16633200.0
1975,4230,Poland,2 - Female,17551600.0,305400.0,8476000.0,3325900.0,2787800.0,291500.0,0.0,1,17551100.0
1976,4230,Poland,1 - Male,16723600.0,335800.0,8844300.0,3213800.0,2125500.0,129600.0,0.0,1,16723500.0
1976,4230,Poland,2 - Female,17638600.0,316000.0,8497100.0,3306900.0,2799000.0,299800.0,0.0,1,17638700.0
1977,4230,Poland,1 - Male,16890200.0,341700.0,8886100.0,3186700.0,2147200.0,138200.0,0.0,1,16890200.0
1977,4230,Poland,2 - Female,17807400.0,322400.0,8530900.0,3264600.0,2835600.0,318100.0,0.0,1,17807400.0
1978,4230,Poland,1 - Male,17043600.0,340300.0,8909900.0,3140500.0,2175400.0,146000.0,0.0,1,17043800.0
1978,4230,Poland,2 - Female,17966200.0,321700.0,8548800.0,3212600.0,2884500.0,336100.0,0.0,1,17966000.0
1979,4230,Poland,1 - Male,17253800.0,347200.0,8896500.0,3059500.0,2236300.0,148100.0,0.0,1,17253900.0
1979,4230,Poland,2 - Female,18159600.0,328300.0,8513300.0,3130300.0,2974400.0,344600.0,0.0,1,18159900.0
1980,4230,Poland,1 - Male,17335300.0,353300.0,8898300.0,3028400.0,2253400.0,154200.0,0.0,1,17335500.0
1980,4230,Poland,2 - Female,18242700.0,335900.0,8513200.0,3099700.0,3001600.0,359100.0,0.0,1,18242700.0
1981,4230,Poland,1 - Male,17493200.0,347600.0,8902100.0,3009200.0,2291200.0,159600.0,0.0,1,17493200.0
1981,4230,Poland,2 - Female,18408700.0,331000.0,8514200.0,3080600.0,3059100.0,376400.0,0.0,1,18408700.0
1982,4230,Poland,1 - Male,17656000.0,350100.0,8893700.0,3041800.0,2322500.0,168400.0,0.0,1,17656100.0
1982,4230,Poland,2 - Female,18571400.0,332200.0,8502700.0,3109900.0,3100400.0,396800.0,0.0,1,18571200.0
1983,4230,Poland,1 - Male,17827100.0,361200.0,8884800.0,3103900.0,2362300.0,178600.0,0.0,1,17827100.0
1983,4230,Poland,2 - Female,18744300.0,343700.0,8490700.0,3167600.0,3142500.0,419000.0,0.0,1,18744300.0
1984,4230,Poland,1 - Male,17999500.0,363700.0,8889200.0,3183800.0,2410100.0,187000.0,0.0,1,17999500.0
1984,4230,Poland,2 - Female,18914000.0,346200.0,8489700.0,3243300.0,3188100.0,437100.0,0.0,1,18914000.0
1985,4230,Poland,1 - Male,18143800.0,352400.0,8875900.0,3271400.0,2455700.0,192000.0,0.0,1,18143800.0
1985,4230,Poland,2 - Female,19059200.0,334200.0,8506500.0,3326300.0,3232700.0,449900.0,0.0,1,19059200.0
1986,4230,Poland,1 - Male,18268200.0,336900.0,8877200.0,3369200.0,2502400.0,197600.0,0.0,1,18268300.0
1986,4230,Poland,2 - Female,19187500.0,320200.0,8471000.0,3417700.0,3277200.0,465100.0,0.0,1,19187500.0
1987,4230,Poland,1 - Male,18369700.0,315100.0,8851100.0,3477000.0,2543300.0,205700.0,0.0,1,18369800.0
1987,4230,Poland,2 - Female,19294000.0,298800.0,8443500.0,3519700.0,3313700.0,481500.0,0.0,1,19293900.0
1988,4230,Poland,1 - Male,18466800.0,306600.0,8807200.0,3593500.0,2577900.0,214700.0,0.0,1,18466800.0
1988,4230,Poland,2 - Female,19395300.0,291000.0,8400300.0,3629700.0,3344000.0,501300.0,0.0,1,19395400.0
1989,4230,Poland,1 - Male,18504500.0,294000.0,8724700.0,3698000.0,2625100.0,226300.0,0.0,1,18504400.0
1989,4230,Poland,2 - Female,19458300.0,278900.0,8358100.0,3738200.0,3365600.0,514600.0,0.0,1,19458400.0
1990,4230,Poland,1 - Male,18578000.0,283400.0,8693500.0,3823600.0,2665000.0,233900.0,0.0,1,18577700.0
1990,4230,Poland,2 - Female,19540800.0,269100.0,8324200.0,3859700.0,3412300.0,531600.0,0.0,1,19541000.0
1991,4230,Poland,1 - Male,18633500.0,279500.0,8670000.0,3957600.0,2709200.0,238700.0,0.0,1,18633500.0
1991,4230,Poland,2 - Female,19611000.0,265200.0,8297700.0,3993000.0,3476400.0,544500.0,0.0,1,19610900.0
1992,4230,Poland,1 - Male,18685900.0,270200.0,8658700.0,4102100.0,2752600.0,243600.0,0.0,1,18685800.0
1992,4230,Poland,2 - Female,19678900.0,256800.0,8285900.0,4137100.0,3543900.0,558500.0,0.0,1,19679000.0
1993,4230,Poland,1 - Male,18726100.0,255200.0,8647200.0,4248800.0,2791300.0,247400.0,0.0,1,18726400.0
1993,4230,Poland,2 - Female,19733000.0,243100.0,8273200.0,4282800.0,3606800.0,569200.0,0.0,1,19732800.0
1994,4230,Poland,1 - Male,18763100.0,248000.0,8626800.0,4381400.0,2818600.0,249400.0,0.0,1,18763000.0
1994,4230,Poland,2 - Female,19780400.0,236700.0,8253500.0,4413700.0,3651300.0,576100.0,0.0,1,19780300.0
1995,4230,Poland,1 - Male,18779300.0,230400.0,8604300.0,4491100.0,2830700.0,246500.0,0.0,1,18779500.0
1995,4230,Poland,2 - Female,19808300.0,218900.0,8233100.0,4523000.0,3672800.0,572900.0,0.0,1,19808200.0
1996,4230,Poland,1 - Male,18789200.0,220100.0,8575700.0,4550700.0,2830000.0,237200.0,0.0,1,18789100.0
1996,4230,Poland,2 - Female,19828800.0,207400.0,8206600.0,4582000.0,3677000.0,556200.0,0.0,1,19828700.0
1997,4230,Poland,1 - Male,18800500.0,217300.0,8539200.0,4556100.0,2816800.0,228800.0,0.0,2,18800500.0
1997,4230,Poland,2 - Female,19849500.0,204700.0,8172800.0,4585300.0,3661000.0,536800.0,0.0,2,19849500.0
1998,4230,Poland,1 - Male,18801900.0,207300.0,8495600.0,4533700.0,2795600.0,222700.0,0.0,2,18802100.0
